scenario_id,mc_run,error,mae_rt_sCFR,mciw_rt_sCFR,mcic_rt_sCFR,mae_rcf_sCFR,mciw_rcf_sCFR,mcic_rcf_sCFR,bias_beta_abs_1_sCFR,width_beta_abs_1_sCFR,cover_beta_abs_1_sCFR,bias_lambda_1_sCFR,width_lambda_1_sCFR,cover_lambda_1_sCFR,bias_beta_abs_2_sCFR,width_beta_abs_2_sCFR,cover_beta_abs_2_sCFR,bias_lambda_2_sCFR,width_lambda_2_sCFR,cover_lambda_2_sCFR,mae_rt_cCFR_cumulative,mciw_rt_cCFR_cumulative,mcic_rt_cCFR_cumulative,mae_rt_aCFR_cumulative,mciw_rt_aCFR_cumulative,mcic_rt_aCFR_cumulative,mae_rt_its,mciw_rt_its,mcic_rt_its,mae_rcf_its,mciw_rcf_its,mcic_rcf_its,bias_beta_abs_1_its,width_beta_abs_1_its,cover_beta_abs_1_its,bias_lambda_1_its,width_lambda_1_its,cover_lambda_1_its,bias_beta_abs_2_its,width_beta_abs_2_its,cover_beta_abs_2_its,bias_lambda_2_its,width_lambda_2_its,cover_lambda_2_its
S09,1,None,0.0003726778959389776,0.0017730944966897367,0.905,0.0013202487025409937,0.005471257578348741,0.905,-0.21805983781814575,3.004963979590684,True,-0.24218463897705078,2.7387254637666048,True,0.15165507793426514,3.594747192319482,True,0.24483847618103027,4.194756708480417,True,0.010757875195088244,0.0007416532164411592,0.01,0.008127821320178944,0.0026132574630702045,0.055,0.0004298189762332356,0.001243648293832032,0.655,0.0014526026348494472,0.0015211720847566077,0.34,-0.9953653206148936,0.06681938102694233,False,1.0797601327173885,0.00018286985209092776,False,-0.9905659335451777,0.05801855433354485,False,-0.33532358920751515,0.0017019365082353577,False
S09,2,None,0.0002100466372212395,0.0017882363074459135,1.0,0.001033562351949513,0.004505173033452593,1.0,-0.22816252708435059,2.6035289769060896,True,-0.23271256685256958,2.7187765227630734,True,-0.15968602895736694,3.07583392355591,True,-0.12803995609283447,2.8791670468635853,True,0.010700154688271409,0.0007338666760383043,0.01,0.007824484715113654,0.0018003069602949334,0.095,0.00031204933344421815,0.0016525151534588101,1.0,0.0011452992309141006,0.0025588073793307293,0.545,-0.9399949076735609,0.1572095323172226,False,1.73199988888108,0.0022474823891913687,False,-0.9968902811577632,0.06303700512765222,False,-0.3446529617983676,0.004903959324229379,False
S09,3,None,0.0003643292293418199,0.0017713540775584984,1.0,0.0007314318208955228,0.0051529516990995025,1.0,-0.11081773042678833,2.871600684709846,True,-0.0837969183921814,3.2085422161966553,True,-0.15783751010894775,3.1184181947261074,True,-0.09532856941223145,3.297964800568297,True,0.01083383059379502,0.0007266924211708973,0.01,0.00822398336519025,0.0016307888894593894,0.05,0.0003339246570554203,0.001292741677287571,0.83,0.001295383825945576,0.0019387331707086436,0.52,-0.9729079575268039,0.13842740357635505,False,2.2280915971662525,0.00012678212220951224,False,-0.9935531489292949,0.07147300810076491,False,0.3216518438902898,0.00035637242964736693,False
S09,4,None,0.00045118783600628376,0.0017857832424924708,0.885,0.0004308038332965225,0.006701592147815971,0.885,-0.017725586891174316,3.2328126015141594,True,-0.07489359378814697,2.934612085856497,True,-0.19671034812927246,2.8262620015069837,True,-0.15032541751861572,2.850894918665288,True,0.010756510478121113,0.0007315012580997163,0.01,0.007955262449356544,0.002559425536972584,0.06,0.0005820384889079411,0.0011923461523173009,0.525,0.0012709814824705718,0.0017155911861453487,0.33,-0.9595395452438987,0.12144432165095026,False,1.733192964829902,0.00035411197845780507,False,-1.0,0.06920157925022438,False,0.17586281661088687,0.00021913996841504968,False
S09,5,None,0.0004733102105092257,0.0018267226122552526,0.805,0.0006897771963849664,0.006364291830454021,0.945,0.03345179557800293,3.818452008720487,True,0.011615157127380371,3.5627881269901986,True,-0.1597185730934143,3.081594148743897,True,-0.20784926414489746,2.898422866500914,True,0.010823713202708737,0.0007409678880044235,0.01,0.008088945408112964,0.002348880529781959,0.095,0.0005931467246344798,0.0012869251931871223,0.6,0.0007274184121238597,0.002002599514479505,0.765,-0.8296930154915707,0.13617574757316092,False,1.6817956391019822,0.0008352036755341352,False,-1.0,0.048490097098592706,False,0.31007607654812874,0.00011489723722557521,False
S09,6,None,0.00045359550858847797,0.0017812143283081239,0.98,0.0012009241618216038,0.004343610926298424,0.98,-0.28750401735305786,2.5529477208387092,True,-0.24332904815673828,2.6734327397542064,True,-0.104342520236969,3.0861880767624816,True,-0.08204323053359985,3.528997228201479,True,0.010703218835374307,0.0007504052555550625,0.01,0.008153276330141962,0.0029339131662711833,0.11,0.0002487147921115406,0.001725511735730724,1.0,0.001116150167003814,0.003212202393365151,0.7,-0.9554662208234759,0.1834208491218514,False,0.604393583327985,0.07037917822785,False,-1.0,0.1610340144019475,False,-0.46318103860469484,0.4222702382038118,False
S09,7,None,0.0003495815326459706,0.0018702902277582326,1.0,0.0031928597018122673,0.015590279967524111,1.0,0.47439706325531006,3.8464398106560105,True,0.46067190170288086,4.264952204003929,True,-0.239967942237854,2.7386998355388634,True,-0.23508226871490479,2.7131043253000806,True,0.010851011142854911,0.0007369245979794683,0.01,0.008280227558632154,0.002017763124071631,0.06,0.0004253393575397675,0.0013158761178262565,0.735,0.0011092166651003542,0.0022138798412502632,0.725,-0.9637115886003031,0.15858028451773443,False,2.184279312677548,0.0002112160706757571,False,-1.0,0.07602110462905103,False,0.14964178324158395,0.00045597750367165624,False
S09,8,None,0.00048025400610640645,0.0018057779777445832,0.81,0.000715413480065763,0.0052764425102504895,1.0,-0.1661776900291443,3.116209311271085,True,-0.001097261905670166,3.2662900877650825,True,-0.06989216804504395,2.9816190340090545,True,-0.17862963676452637,3.02831911877729,True,0.010797223044135001,0.0007314426242347297,0.01,0.008002456417580711,0.0024124159267658154,0.07,0.0003886712370223547,0.0017929269496048332,0.915,0.0010958459087519541,0.0036149315497931082,0.755,-0.9477783050976393,0.19872522122199224,False,1.585036589245103,0.010186723619871163,False,-1.0,0.2581365215511726,False,0.19806939733301343,0.013677912581306018,False
S09,9,None,0.0002696732117328793,0.0017666298744734377,1.0,0.0010309957433491945,0.006368282868817912,1.0,-0.220392107963562,2.645499044563621,True,-0.16758453845977783,3.0497064791619772,True,0.08339095115661621,3.729880461469291,True,0.11378669738769531,4.1213728419039395,True,0.010763567480289565,0.0007298380291057446,0.01,0.007989124456883535,0.0018522557079102824,0.065,0.0004981000610327378,0.0021508723740310803,0.87,0.0026298928717936763,0.004657332450386687,0.625,-0.9277638657803559,0.26877446578774433,False,1.4222307081235424,0.05586007469316323,False,-0.021250249262777965,1.5862349890445868,True,-0.9655338509711257,0.39656518032998633,False
S09,10,None,0.000552426790818572,0.0017938218708732168,0.835,0.0004899462219327688,0.006748882278508972,0.92,0.010168313980102539,2.929645360074937,True,-0.026953816413879395,3.4446078406646845,True,-0.2607770562171936,2.875268218712881,True,-0.16890817880630493,2.9308105186559255,True,0.010863022161601711,0.0007460842582914135,0.01,0.00816904075939882,0.002592075389003894,0.08,0.0006693729855800202,0.0013031185353780939,0.53,0.0010471881516870326,0.0019249980603924931,0.595,-0.8830937753493889,0.13831089061085056,False,2.8233919736674893,0.000229470784856467,False,-0.9983218854396939,0.06910781902024479,False,0.3210304935012942,0.00035475525211348113,False
