scenario_id,mc_run,error,mae_rt_sCFR,mciw_rt_sCFR,mcic_rt_sCFR,mae_rcf_sCFR,mciw_rcf_sCFR,mcic_rcf_sCFR,bias_beta_abs_1_sCFR,width_beta_abs_1_sCFR,cover_beta_abs_1_sCFR,bias_lambda_1_sCFR,width_lambda_1_sCFR,cover_lambda_1_sCFR,bias_beta_abs_2_sCFR,width_beta_abs_2_sCFR,cover_beta_abs_2_sCFR,bias_lambda_2_sCFR,width_lambda_2_sCFR,cover_lambda_2_sCFR,mae_rt_cCFR_cumulative,mciw_rt_cCFR_cumulative,mcic_rt_cCFR_cumulative,mae_rt_aCFR_cumulative,mciw_rt_aCFR_cumulative,mcic_rt_aCFR_cumulative,mae_rt_its,mciw_rt_its,mcic_rt_its,mae_rcf_its,mciw_rcf_its,mcic_rcf_its,bias_beta_abs_1_its,width_beta_abs_1_its,cover_beta_abs_1_its,bias_lambda_1_its,width_lambda_1_its,cover_lambda_1_its,bias_beta_abs_2_its,width_beta_abs_2_its,cover_beta_abs_2_its,bias_lambda_2_its,width_lambda_2_its,cover_lambda_2_its
S06,1,None,0.0002047581219812855,0.0017496115412213836,1.0,0.0005668638623319566,0.005076067070709542,1.0,-0.07163882255554199,3.779578005056828,True,-0.12557393312454224,3.0862786817364376,True,-0.2504540681838989,2.5441866686567662,True,-0.18629807233810425,2.8519397728610785,True,0.00865284059752164,0.0007678414268372909,0.02,0.006766156942019442,0.002959015956056358,0.13,0.000211773048963156,0.0017431953229110322,0.995,0.0012718683391714255,0.003471108494749452,0.685,-0.9748018856480247,0.18674068209815875,False,1.6561810840192526,0.037209308933373375,False,-0.9966498095007794,0.30161911181724277,False,-0.1606333082015866,0.30509954926544025,False
S06,2,None,0.0004048569535370916,0.0018561299778521061,0.955,0.0009735816856846213,0.014098415872780603,0.955,0.16693782806396484,3.7873331284150478,True,0.04685235023498535,3.4354484138078987,True,-0.14117538928985596,3.132079711044207,True,-0.1351109743118286,3.307632346637547,True,0.008535527062292126,0.00076730398630154,0.015,0.006590167341833197,0.0027965239416954165,0.09,0.0004550226800203165,0.001428429788654251,0.84,0.0009273166794807578,0.0025983670095778124,0.725,-0.9331157012649748,0.1764729296414724,False,1.6670052112010545,0.001512323231510404,False,-1.0,0.0038729650458815676,False,-0.12321405193082313,0.00030824201460277756,False
S06,3,None,0.0004892952856607735,0.0017992344844387843,0.88,0.001206577755510807,0.004331793821475003,0.91,-0.26545190811157227,2.61637743609026,True,-0.1804996132850647,3.112757507292553,True,-0.12047266960144043,3.152461201138794,True,-0.06373351812362671,3.8320075156167146,True,0.008740830522513449,0.0007734669601246038,0.02,0.007191362185592683,0.003337692798377629,0.135,0.00033416638076974174,0.0012342829804184356,0.87,0.0011987018121707267,0.0015303448180685798,0.515,-0.9164108147098279,0.12048512261499507,False,1.7816412928531884,0.00029503912947115296,False,-0.930687460407851,0.13017420074958747,False,0.000392051646457503,0.0020150038421440364,True
S06,4,None,0.00026654015528038144,0.0018467432562028988,1.0,0.0002904387074522674,0.008867266588145866,1.0,0.023731350898742676,3.0635420915670686,True,-0.04201751947402954,2.991073097009211,True,-0.11179107427597046,3.264824740216136,True,-0.07439947128295898,3.536957263527438,True,0.008675725052509542,0.0007660864412826757,0.02,0.006812926108442482,0.0026452504601748184,0.095,0.000356579986624838,0.0013554744975497362,0.79,0.0011425857175210656,0.002101573828450188,0.58,-0.9670684281446988,0.10956591125312344,False,1.3351051613490488,0.007364707808368287,False,-1.0,0.05230693425888343,False,-0.20574815698032556,0.011499270159011976,False
S06,5,None,0.0004563341208267957,0.001770410418102983,0.965,0.012161162681877613,0.023030273464624766,1.0,0.9686025381088257,3.0560181338340033,True,1.710754632949829,4.508940285071731,True,0.2538120746612549,2.398845918849109,True,-0.20010119676589966,2.473342776298522,True,0.008645798807259868,0.0007654156712019059,0.02,0.006669609969190035,0.0026583753665974717,0.07,0.0005154906786703145,0.0008407657129886732,0.54,0.0014808827872273731,0.0005790483978681702,0.085,-0.9577261413576719,0.03976880470454359,False,1.2982264697292036,1.4870687468082622e-05,False,-0.9999461507094092,0.026397091717370775,False,-0.33560947088787974,1.8929765007613675e-05,False
S06,6,None,0.000767923891544342,0.0006624275012873114,0.4,0.03315400704741478,0.002875045684399083,0.02,4.265063285827637,0.7024270415306093,False,0.8179928064346313,0.34666919708251953,False,0.3200821876525879,0.23202759623527536,False,4.199694633483887,1.3957605361938477,False,0.008706529382859712,0.0007609613274651662,0.02,0.006854200140640186,0.002858360114356495,0.12,0.00034223087142946674,0.0013722858577369778,0.9,0.0021811082340551014,0.001733434444894944,0.39,-1.0,0.037802219603181794,False,1.2863985533016264,7.110725979142529e-05,False,-0.7936339450657505,0.26016752425579287,False,-0.2238558019009773,0.044125204097052895,False
S06,7,None,0.00035527118598110974,0.0017593121453537601,1.0,0.0010375508572906256,0.004312870340363588,1.0,-0.3093549609184265,2.3978618662338698,True,-0.1935080885887146,2.9695868376642442,True,-0.2024102807044983,2.8116331313736733,True,-0.07192295789718628,3.1956314486451447,True,0.008613056463835795,0.0007586534561525689,0.02,0.006488053218775148,0.0020914871423177083,0.105,0.0007356744471922844,0.0003402989313209721,0.03,0.0015241376051088168,0.00026091549179851686,0.025,-0.9532924402918325,7.928167656914148e-05,False,1.2562780318891233,2.0974613851976187e-05,False,-1.0,4.797540796133178e-07,False,-0.2145966597017427,0.0,False
S06,8,None,0.00029060247470624745,0.0018368322268361222,0.995,0.0009912227978929877,0.011870147200301287,1.0,0.26717710494995117,3.5659737773239604,True,0.16241490840911865,3.688091604132204,True,-0.11953210830688477,2.969641199335456,True,-0.07107460498809814,3.1853595954366023,True,0.008687687035144269,0.0007531823957093409,0.02,0.006892006740250923,0.0018367654345863354,0.095,0.0005732469200129851,0.001870311501492261,0.75,0.0007891063840967831,0.004173886486750509,0.97,-0.8575850876133555,0.29283503175516423,False,1.8690928731418666,0.0037548482648634973,False,-1.0,0.053423814688779214,False,-0.03846480843301581,0.002464677836155005,False
S06,9,None,0.0003892274107784033,0.001778833411517553,0.97,0.0004950937582179904,0.007404483587102729,0.97,0.05576050281524658,3.1801976224407547,True,0.18851184844970703,5.379106268379833,True,-0.08450806140899658,3.331149899191223,True,-0.04034155607223511,3.6757785334251816,True,0.008780711004531781,0.0007551792853977492,0.015,0.0064291182879139385,0.0028346581455942843,0.155,0.0002958947984182816,0.0014769277456939155,0.865,0.0014799040153626317,0.0022833912084824996,0.54,-0.9697056591014338,0.12475858112522761,False,1.37763247954556,0.0022558294704762005,False,-0.9952589015412724,0.10398278561109368,False,-0.21987779858098355,0.006081849182776655,False
S06,10,None,0.00044229041668586433,0.0017793068782775662,0.94,0.0006766606820747256,0.005941522245062515,1.0,-0.09557682275772095,3.1605117958970363,True,-0.1809403896331787,2.9177094961516556,True,-0.16737061738967896,3.12887958153151,True,-0.1769697070121765,3.0799808030482376,True,0.00866714373554505,0.0007680057346408453,0.025,0.0068535585998916095,0.0031661990415452184,0.125,0.0010690287276620242,0.0015699244744247932,0.495,0.0010486751107482008,0.0024295913803083382,0.825,-0.8383377563723838,0.12860314769110964,False,1.254851216537248,0.0011187125290827993,False,-1.0,4.605718993110544e-06,False,-0.2228129017981636,0.0003614840977345102,False
