scenario_id,mc_run,error,mae_rt_sCFR,mciw_rt_sCFR,mcic_rt_sCFR,mae_rcf_sCFR,mciw_rcf_sCFR,mcic_rcf_sCFR,bias_beta_abs_1_sCFR,width_beta_abs_1_sCFR,cover_beta_abs_1_sCFR,bias_lambda_1_sCFR,width_lambda_1_sCFR,cover_lambda_1_sCFR,bias_beta_abs_2_sCFR,width_beta_abs_2_sCFR,cover_beta_abs_2_sCFR,bias_lambda_2_sCFR,width_lambda_2_sCFR,cover_lambda_2_sCFR,mae_rt_cCFR_cumulative,mciw_rt_cCFR_cumulative,mcic_rt_cCFR_cumulative,mae_rt_aCFR_cumulative,mciw_rt_aCFR_cumulative,mcic_rt_aCFR_cumulative,mae_rt_its,mciw_rt_its,mcic_rt_its,mae_rcf_its,mciw_rcf_its,mcic_rcf_its,bias_beta_abs_1_its,width_beta_abs_1_its,cover_beta_abs_1_its,bias_lambda_1_its,width_lambda_1_its,cover_lambda_1_its,bias_beta_abs_2_its,width_beta_abs_2_its,cover_beta_abs_2_its,bias_lambda_2_its,width_lambda_2_its,cover_lambda_2_its
S03,1,None,0.00020514088100753725,0.0017499638438457621,1.0,0.0009980835020542145,0.005832338262931443,1.0,-0.12205857038497925,4.0947072237730024,True,-0.16282778978347778,3.1346726297866554,True,-0.1753639578819275,3.087816464016213,True,-0.13572007417678833,2.9333656142000093,True,0.004666678978968288,0.0006576919511472062,0.035,0.0017440705739963321,0.0015697984327428856,0.35,0.0003176037107808683,0.0011999063600310132,0.91,0.0010857441810205488,0.002100823500548212,0.57,-0.9260312808454321,0.14104056880823268,False,1.3088381983998119,0.00037542145439628527,False,-0.998328647693389,0.05495723968171522,False,0.1255307455320045,0.0004630322320942071,False
S03,2,None,0.00040319032268598676,0.0017547826943919063,1.0,0.0015649208799004555,0.005325141103938221,1.0,-0.2779264450073242,2.3868573328945777,True,-0.2229134440422058,2.74412688286975,True,-0.13185477256774902,3.196299406024626,True,-0.10918194055557251,3.237301716441286,True,0.004618825301620544,0.0006761188227454435,0.03,0.001860786630078358,0.002751790933291182,0.375,0.0004462245716542564,0.001255746417857283,0.77,0.0027938494511832884,0.0016125692419647324,0.365,-1.0,0.02583346362989878,False,1.2117868116248767,1.985608121879423e-05,False,-0.8399211810141012,0.18637425379921768,False,-0.06409118122388702,0.014392980705923542,False
S03,3,None,0.00044724243343807757,0.0018582810839870944,0.9,0.0006601113127544522,0.01059463545808103,1.0,0.03915870189666748,3.3694118841085583,True,0.013017892837524414,3.641185719706116,True,-0.17839384078979492,2.960137269087136,True,-0.1442326307296753,3.5273649978917088,True,0.0046205768437819214,0.0006767380959463017,0.03,0.0019034191606243308,0.0026829586206011556,0.355,0.00030923213706759403,0.0011399766137377256,0.795,0.0016977295721312153,0.0014426847080410501,0.355,-0.9799636151732227,0.07041010719854505,False,1.0035576438109315,0.00016408862716099648,False,-0.9807680721124223,0.05999721668286428,False,-0.317979775261771,0.0017149626492397596,False
S03,4,None,0.00025348993949592113,0.0017608987439889456,1.0,0.0005178370047360659,0.006745284439646638,1.0,-0.13527828454971313,2.94483100073412,True,-0.06846892833709717,3.301118479575962,True,-0.30864399671554565,2.4940770199988034,True,-0.11014705896377563,3.2109031273052095,True,0.0046499451289718765,0.0006587753503536964,0.035,0.0018289320604437317,0.0015643430620128202,0.34,0.0003274338587433819,0.0012312825513230935,0.795,0.0009012386846772393,0.0023858515770146596,0.675,-0.909282531359884,0.16129422782710362,False,1.508646505710228,0.00037799018613071667,False,-1.0,0.038134951679408315,False,0.1848833573255546,0.0001906651410445992,False
S03,5,None,0.0004525456461124122,0.0018005002337740733,0.87,0.001350749982520938,0.006591710399487055,0.87,-0.15014022588729858,3.0866826689802105,True,-0.1439065933227539,3.000272437324747,True,-0.11081862449645996,2.9565946216695007,True,-0.16584044694900513,3.088308526249602,True,0.004554415847386359,0.0006719951164882256,0.03,0.0017925365534758688,0.0018275137112158807,0.33,0.000471894844725935,0.0012003546311285273,0.75,0.0021912058156836394,0.001548359655917121,0.365,-0.9790688763068587,0.06826022347675054,False,1.227372671544777,0.0002783737722289459,False,-0.9629699403732593,0.11384788734919667,False,-0.03344114775107765,0.002084162317240068,False
S03,6,None,0.0005560520221479237,0.0018058675973443316,0.905,0.0009781660046428442,0.007619787666830234,0.98,-0.12345480918884277,3.3472537893801926,True,-0.21704119443893433,3.165681234980002,True,-0.23748797178268433,2.9615582054946565,True,-0.17474472522735596,3.2307821444235736,True,0.0047431232884871995,0.0006624665675430064,0.03,0.0017486720166582665,0.0024035774273149877,0.325,0.00024825615250164025,0.0011726693197736029,0.95,0.0015807266467928215,0.0018650916746384275,0.48,-0.9727954530982645,0.11003125518962562,False,1.1784882815229123,0.00016416422877174597,False,-0.9995886212186929,0.05679767365499593,False,0.0742230954607932,0.0002812756495751412,False
S03,7,None,0.0002580117725301534,0.001805101550417021,1.0,0.0010557016357779503,0.009591559366788715,1.0,0.17170429229736328,3.52944122897461,True,0.16393446922302246,3.8044425984378885,True,-0.21601879596710205,2.8195858024992018,True,-0.20984631776809692,2.838449019286781,True,0.004677186757119911,0.0006627173511487,0.035,0.001606209830729871,0.002277920108325182,0.365,0.0003126545266214954,0.0011833720361182519,0.87,0.0016793709076685724,0.0016942496064603818,0.43,-0.9668526204713835,0.09617547298730612,False,1.3875603748952297,0.0001501751932941886,False,-0.9667670440937475,0.10811786789981791,False,0.18537489556573772,0.001025152270338836,False
S03,8,None,0.0005958467954769731,0.001851801531505771,0.73,0.0006724215345457196,0.010877683507045727,0.885,-0.06910109519958496,3.248453397490084,True,-0.11406064033508301,3.1393556336872273,True,-0.04707944393157959,3.551832754164934,True,-0.010349452495574951,3.2893096501007677,True,0.0046884171147250275,0.0006677660782529091,0.03,0.0017938215639924076,0.0017367296242146687,0.33,0.0011455054797917855,0.0016109571738562101,0.375,0.0011149834985182139,0.002458333812125197,0.705,-0.8984921527487132,0.12113977370121276,False,1.2651799321242114,0.0007578919655366612,False,-1.0,0.016573744883923658,False,-0.33581948747895596,0.0002798518694315799,False
S03,9,None,0.00039265412488020957,0.0018285528806736694,0.92,0.0009253468597307801,0.006830048850039019,0.92,-0.16021943092346191,2.8926324191037565,True,-0.08337050676345825,3.140497097279876,True,-0.22099506855010986,3.0585090250708142,True,-0.27215057611465454,2.963483188231474,True,0.004673445623142369,0.0006595442704492635,0.035,0.0016765949424624674,0.001669901467698402,0.325,0.0012414727106972105,0.0018997070212514128,0.4,0.001911996188076825,0.003580695998400066,0.355,-0.7630141252428675,0.17369076220181046,False,1.6121645889886862,0.00163939999003615,False,-1.0,0.010968247193338831,False,0.0021796254702655116,0.0002455383741626349,False
S03,10,None,0.00028219743398949504,0.001882858854951337,1.0,0.0005306666134856641,0.01093506156373769,1.0,0.03485238552093506,3.3229316434822973,True,-0.048701465129852295,3.0648788686841706,True,0.15692150592803955,3.91590127153322,True,0.27048683166503906,4.397056796588004,True,0.0045919705172493734,0.0006689786547468146,0.035,0.0016341782412823461,0.0023846375339556807,0.36,0.0004755228751890433,0.001331021066239669,0.71,0.001774568067878342,0.0019477147943230766,0.455,-0.9761142567212857,0.10516644428778003,False,1.3411573471487426,0.0002966350917845695,False,-1.0,0.04745560176764847,False,0.28082672915595563,0.00022143924512652013,False
