scenario_id,mc_run,error,mae_rt_sCFR,mciw_rt_sCFR,mcic_rt_sCFR,mae_rcf_sCFR,mciw_rcf_sCFR,mcic_rcf_sCFR,bias_beta_abs_1_sCFR,width_beta_abs_1_sCFR,cover_beta_abs_1_sCFR,bias_lambda_1_sCFR,width_lambda_1_sCFR,cover_lambda_1_sCFR,mae_rt_cCFR_cumulative,mciw_rt_cCFR_cumulative,mcic_rt_cCFR_cumulative,mae_rt_aCFR_cumulative,mciw_rt_aCFR_cumulative,mcic_rt_aCFR_cumulative,mae_rt_its,mciw_rt_its,mcic_rt_its,mae_rcf_its,mciw_rcf_its,mcic_rcf_its,bias_beta_abs_1_its,width_beta_abs_1_its,cover_beta_abs_1_its,bias_lambda_1_its,width_lambda_1_its,cover_lambda_1_its
S11,1,None,0.0005285219522193074,0.002130133956379723,0.88,0.000614823424257338,0.006223730790487025,1.0,0.07670903205871582,3.0947147764265535,True,0.0982736349105835,3.462338036112486,True,0.016708389772587352,0.0007020187607708711,0.005,0.013361002122042139,0.0013205989365977706,0.06,0.0011290157915104116,0.0016726878293546394,0.455,0.0021897241223924517,0.0029145287933269497,0.395,-0.785897324666105,0.1366268852015328,False,0.44179019149957854,0.010346152325253932,False
S11,2,None,0.0005804227548651397,0.0021964253670885225,0.865,0.0019201943650841713,0.011493752039270475,1.0,0.4345407485961914,4.254515063762663,True,0.3812847137451172,3.8841906156390875,True,0.016609534312802206,0.0007050631219120229,0.005,0.013177768372047278,0.001544649549824485,0.08,0.0005723581948452215,0.001987986249519581,0.765,0.0013888776472341664,0.0026521426493456334,0.6,-0.9579849411277009,0.09763405216517056,False,0.20460344237474182,0.4942977634793495,True
S11,3,None,0.0002269101532874629,0.002082151284266729,1.0,0.0007632282213307917,0.0052870681440690525,1.0,-0.08780288696289062,3.015111320489083,True,-0.17242300510406494,2.9325422334484754,True,0.01657495151797744,0.0007084713972106663,0.005,0.013119923087842716,0.0013698659145687745,0.08,0.0008439722604615216,0.0022479128813686876,0.625,0.0013974075023361057,0.00492860835597834,0.675,-0.8186361918309816,0.25029861499941536,False,0.5749547826131427,0.051917692924402736,False
S11,4,None,0.0005493820644915104,0.0021513157789595423,1.0,0.0013506049290299416,0.009758313006663228,1.0,0.3358778953552246,3.6999751592054952,True,0.2868555784225464,3.766226605232803,True,0.016655414627802977,0.0007085280012991288,0.005,0.013251039586157047,0.0014075020181290054,0.065,0.002645908814980405,0.0030151929757821854,0.335,0.005216423339450107,0.006422583685230187,0.2,-0.6253579951563415,0.2711714122909196,False,0.5944139067527008,0.016937731136418943,False
S11,5,None,0.00021108268992975354,0.002053658584947698,1.0,0.0011500467080622911,0.004211696066427976,1.0,-0.2692703604698181,2.657463080622256,True,-0.2580881714820862,2.574622703343629,True,0.01666741608280526,0.000705634069460359,0.005,0.013283056748973286,0.0016404507032200645,0.055,0.0008861828232296274,0.0018427770360983226,0.59,0.0016315730493558329,0.0035181087694282588,0.5,-0.8021904505362132,0.1676957261916624,False,0.608924611443511,0.044572507373235704,False
S11,6,None,0.0005237437435425818,0.0020400980035192333,0.835,0.0010715479729697108,0.0043070865016779855,0.925,-0.16846269369125366,2.9755801443941885,True,-0.21306723356246948,2.8520276651252052,True,0.016728751790205137,0.0007082100918359329,0.005,0.013306561676338044,0.0016230112540086647,0.065,0.0003787042725052793,0.0019149039069536306,0.855,0.0015793523671594554,0.002647715242902812,0.585,-0.9876286987449696,0.10657064746552558,False,0.2812140876350768,0.09411575682147699,False
S11,7,None,0.000559989595785737,0.0021530987715814263,0.875,0.001357810222543776,0.00399547638738295,0.855,-0.04358726739883423,3.2447569017764177,True,-0.32278650999069214,2.3876561800949268,True,0.01665139828659866,0.0007121283614045575,0.005,0.013254792068072873,0.002232005927294031,0.08,0.0008522227693891145,0.002160945879143557,0.665,0.00173073588964598,0.004802175004761573,0.785,-0.8481907645553343,0.26559915450411453,False,0.5118985289683546,0.09593337278219405,False
S11,8,None,0.00036548281786963344,0.001798048057826236,0.905,0.0024802160914987326,0.007444754293537699,0.905,0.6040188074111938,2.9893878404051066,True,0.3502655029296875,2.5502647852525095,True,0.016628823238688136,0.0007107187926110273,0.005,0.013205673655536897,0.0022072472612846223,0.08,0.0008084606261513642,0.0018360016735623921,0.6,0.0016148961130078266,0.003085295224328376,0.5,-0.9517326164137038,0.1505353072334004,False,0.24678478972412643,0.0408273096705456,False
S11,9,None,0.0004947972483932972,0.00211099364166148,0.95,0.0005750696873292327,0.0077176865012152105,1.0,0.11161613464355469,3.3526046031154686,True,0.14989662170410156,3.9831655243411648,True,0.016595633605464438,0.000710371433116649,0.005,0.013104657698907517,0.0015454865619365108,0.07,0.0010209303919326426,0.00046329687929586917,0.185,0.0022132021471884798,0.0003231744544422727,0.01,-0.9877750256590171,0.013351209401763712,False,0.5577820678402856,3.5038435108880606e-06,False
S11,10,None,0.0004946132539771497,0.0021479035341762935,1.0,0.000611039693467319,0.008775225506804415,1.0,0.16478979587554932,3.5730962920933953,True,0.036521315574645996,3.1588785078376524,True,0.016605566425618553,0.0007129283134319946,0.005,0.01308736441095119,0.0015954017442212723,0.1,0.0007461772735780045,0.0020077366268979337,0.745,0.0015913413967235778,0.003927041984628901,0.635,-0.8101587675023872,0.19980250937633875,False,0.5542319379292424,0.1282506965704362,False
